2026-08-28 13:17:04	converted	11s	104_IFSCA TAS__Draft Public Comments Bundle Jul 2025.pdf
2026-08-28 13:18:04	converted	60s	105_IFSCA TAS__Final Regulations 2025.pdf
2026-08-28 13:18:34	converted	30s	106_IFSCA TAS__Transition Circular Jul 2025.pdf
2026-08-28 13:18:51	converted	17s	107_IFSCA TAS__FAQs Dec 2025.pdf
2026-08-28 13:19:05	converted	13s	108_ICSI Info Capsule__2025-01-10.pdf
2026-08-28 13:19:20	converted	15s	109_ICSI Info Capsule__2025-02-14.pdf
2026-08-28 13:19:36	converted	16s	110_ICSI Info Capsule__2025-02-19.pdf
2026-08-28 13:19:46	converted	10s	111_ICSI Info Capsule__2025-04-08.pdf
2026-08-28 13:20:13	converted	27s	112_ICSI Info Capsule__2026-01-15.pdf
2026-08-28 13:20:52	converted	39s	113_ICSI Info Capsule__2026-02-09.pdf
2026-08-28 13:21:33	converted	41s	114_EY__Global Commodity Trade via GIFT City 2026.pdf
2026-08-28 13:22:15	converted	42s	115_PwC__FinTech in GIFT IFSC - v2.pdf
2026-08-28 13:23:04	converted	49s	2-Application-Form-for-Innovation-and-Regulatory-Sandbox100520241927.pdf
2026-08-28 13:23:48	converted	44s	Accounts-Part-1-PFRDA-IFSCA-Grade-A.pdf
2026-08-28 13:24:24	converted	36s	Amendments-and-Additions-or-Deletions-to-the-IFSCA-Banking-Handbook.pdf
2026-08-28 13:25:32	converted	68s	Bullion.pdf
2026-08-28 13:26:08	converted	35s	Costing-Ifsca-Only-Ifsca-Only-Costing-Methods.pdf
2026-08-28 13:27:30	converted	82s	Doing-business-at-GIFT-IFSC-booklet.pdf
2026-08-28 13:27:52	converted	22s	Draft-Regulations.pdf
2026-08-28 13:28:44	converted	52s	Feedback-on-IFSCA-FinTech-Sandbox-Google-Docs-1.pdf
2026-08-28 13:29:37	converted	52s	GIFT-City-IFSC-AIFs.pdf
2026-08-28 13:30:07	converted	30s	IFSC-Guidelines-Cybersecurity-and-Cyber-Resilience-ms.pdf
2026-08-28 13:31:25	converted	78s	IFSCA Grade A 2023 - Phase 1.pdf
2026-08-28 13:31:53	converted	28s	IFSCA Grade A 2023 - Phase 2.pdf
2026-08-28 13:32:31	converted	38s	IFSCA Grade A 2024 - Phase 2.pdf
2026-08-28 13:33:27	converted	56s	IFSCA-2023-Phase-1-Paper-2.pdf
2026-08-28 13:34:24	converted	57s	IFSCA-2024-Notification.pdf
2026-08-28 13:34:33	converted	9s	IFSCA-Bullion-Circular-Article-Jan-26.pdf
2026-08-28 13:37:12	converted	159s	IFSCA-Compliance-Handbook.pdf
2026-08-28 13:37:21	converted	9s	IFSCA-Global-in-House-Centres-Regulations-2025-Article.pdf
2026-08-28 13:39:09	converted	109s	IFSCA-Grade-A-2023-Phase-2-Paper-1-Memory-Based-Paper-lyst1714977084667-240522-101130.pdf
2026-08-28 13:41:20	converted	131s	IFSCA-Grade-A-2023-Phase-2-Paper-2-Memory-Based-Paper-lyst1714977168608-240522-101220.pdf
2026-08-28 13:42:18	converted	58s	IFSCA-Grade-A-Officer-2022-Phase-1-Paper-2-Previous-Year-Paper.pdf
2026-08-28 13:44:20	converted	122s	IFSCA-Grade-A-Officer-2023-Paper-1-Previous-Year-Paper-Shift-2.pdf
2026-08-28 13:45:05	converted	45s	IFSCA-Grade-A-Officer-2023-Phase-2-Paper-2-General-Previous-Year-Paper.pdf
2026-08-28 13:47:08	converted	123s	IFSCA-Grade-a-2023-Phase-1-Paper-1-Memory-Based-Paper-Lyst1714976963726.pdf
2026-08-28 13:48:29	converted	81s	IFSCA-Grade-a-2024-Memory-Based-Phase-1-Paper-1.pdf
2026-08-28 13:49:07	converted	37s	IFSCA-Grade-a-2024-Memory-Based-Phase-2-Paper-1.pdf
2026-08-28 13:49:36	converted	29s	IFSCA-Informal-Guidance-Scheme-2024.pdf
2026-08-28 13:49:57	converted	21s	IFSCA-Strategy.pdf
2026-08-28 13:51:25	converted	87s	Ifsca-Payment-Services-Regulations-2024-1-01022024122008.pdf
2026-08-28 13:54:20	converted	175s	Ifsca-Phase-2-Final.pdf
2026-08-28 13:56:30	converted	131s	Ifsca-syll.pdf
2026-08-28 13:57:07	converted	37s	Paper-2-2024-Ifsca.pdf
2026-08-28 13:58:06	converted	59s	Phase-1-IFSCA-Grade-a-2023-Memory-Based-Paper.pdf
2026-08-28 13:59:00	converted	54s	Phase-1-IFSCA-Grade-a-2024-Memory-Based-Paper.pdf
2026-08-28 13:59:39	converted	38s	Phase-2-IFSCA-Grade-a-2024-Memory-Based-Paper.pdf
2026-08-28 14:00:54	converted	76s	Tha-Ifsca-Banking-Handbook-Gen-Directions-Version-212112021075913.pdf
2026-08-28 14:03:52	converted	178s	The-Ifsca-Banking-Handbook-Cob-Directions-v6-005042024051513.pdf
2026-08-28 14:05:23	converted	90s	Tokenisation-at-IFSCA-1742377448.pdf
2026-08-28 14:05:58	converted	35s	Trimmed-2023-Ifsca-Pyq.pdf
2026-08-28 14:06:10	converted	12s	discovered_001_IFSCA_Holiday_List.pdf
2026-08-28 14:06:52	converted	41s	discovered_002_All-in-One-Current-Affairs-Booster-1st-to-7th-March-2026.pdf
2026-08-28 14:07:48	converted	56s	discovered_003_All-in-One-Current-Affairs-Booster-1st-to-7th-February-2026.pdf
